Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
-0.1531,Tue Aug 28 21:35:51 +0000 2018,0.849,0.151,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump factor looms large in the Florida gubernatorial primary.
https://t.co/mIB0pTwNlf",316
0.0,Tue Aug 28 21:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WATCH: Trump 'Red Cards' the Media at White House FIFA Event.  https://t.co/uOIuI6kz7C,317
-0.3818,Tue Aug 28 21:23:38 +0000 2018,0.822,0.178,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Illinois community wants children's restaurant closed after video of fight goes viral. https://t.co/dMGwxxgQuY,318
0.2263,Tue Aug 28 21:17:00 +0000 2018,0.863,0.0,0.137,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","STDs hit all-time highs in US for fourth straight year, @CDCgov reports. https://t.co/pjFwidIX6Q",319
-0.5719,Tue Aug 28 21:13:18 +0000 2018,0.657,0.343,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Texas man stops woman, 94, driving wrong way down highway. https://t.co/X2J9arVl0z",320
0.0258,Tue Aug 28 23:34:20 +0000 2018,0.922,0.0,0.078,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Brett Kavanaugh backed by Bob Bennett, Bill Clinton's Paula Jones-era lawyer. (via @nicoledarrah) https://t.co/ifUt1PuDVh",321
-0.5267,Tue Aug 28 23:28:45 +0000 2018,0.671,0.238,0.091,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Toddler's death after leaving immigration facility leads to $40 million legal claim. https://t.co/H2dXw2vJuI,322
-0.1779,Tue Aug 28 23:20:50 +0000 2018,0.759,0.135,0.105,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@USCG and @USNavy bomb technicians are working to retrieve what looks like an unexploded mine that was spotted flo… https://t.co/9nxUVCEhu3,323
0.0,Tue Aug 28 23:19:03 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Google CEO slammed by lawmakers for declining to testify at Senate hearing. https://t.co/TDjJfdQd8r,324
0.0258,Tue Aug 28 23:11:53 +0000 2018,0.948,0.0,0.052,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. @ChrisCoons on calls for postponement of Kavanaugh proceedings: ""At the end of the day what matters here is, a… https://t.co/3Q9ihRRuFs",325
0.7579,Tue Aug 28 22:56:52 +0000 2018,0.548,0.078,0.374,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@POTUS honors anniversary of MLK 'I Have a Dream' speech touting his policies, hope for America https://t.co/xPX2JgNWF3",326
-0.3182,Tue Aug 28 22:49:20 +0000 2018,0.887,0.113,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Secretary Mattis: ""We took the step to suspend several of the largest exercises as a good-faith measure coming out… https://t.co/5VdOHKTBCq",327
0.0,Tue Aug 28 22:37:38 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenatorBerger: ""I think the fairest way to do it is to let the people elect the legislators and let the legislato… https://t.co/KOlrveb3lO",328
0.0,Tue Aug 28 22:26:59 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Phil Keating reports on the tight gubernatorial race in Florida. #SpecialReport  https://t.co/vRKSDUGh21 https://t.co/07aiV9PzT3,329
-0.4019,Tue Aug 28 22:20:42 +0000 2018,0.838,0.162,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@pdoocy reports on today's Arizona @GOP Senate primary, including problems with voting machines. #SpecialReport… https://t.co/SS3reyYSwW",330
0.0,Tue Aug 28 22:13:34 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Parents of baby misdiagnosed with terminal brain condition in utero left fate 'in God's hands'  https://t.co/auuUttgZpU,331
0.0772,Tue Aug 28 22:03:25 +0000 2018,0.78,0.099,0.121,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Florida Senate race between Scott, Nelson expected to be competitive and costly. https://t.co/z1qUScfXfV",332
-0.875,Tue Aug 28 21:55:00 +0000 2018,0.5,0.5,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Pope Francis facing calls to resign; sexual abuse scandal exposes rifts in the Vatican. https://t.co/AAQvL8xpIE,333
-0.6486,Tue Aug 28 21:49:00 +0000 2018,0.719,0.281,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Texas ex-cop Roy Oliver convicted of murdering unarmed teen Jordan Edwards. https://t.co/68b9xg76dM,334
-0.34,Tue Aug 28 21:43:00 +0000 2018,0.821,0.179,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",California to become first state eliminating bail for suspects awaiting trial. https://t.co/BNqyCuUQU6,335
-0.1531,Tue Aug 28 21:35:51 +0000 2018,0.849,0.151,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Trump factor looms large in the Florida gubernatorial primary.
https://t.co/mIB0pTwNlf",336
0.0,Tue Aug 28 21:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WATCH: Trump 'Red Cards' the Media at White House FIFA Event.  https://t.co/uOIuI6kz7C,337
-0.3818,Tue Aug 28 21:23:38 +0000 2018,0.822,0.178,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Illinois community wants children's restaurant closed after video of fight goes viral. https://t.co/dMGwxxgQuY,338
0.2263,Tue Aug 28 21:17:00 +0000 2018,0.863,0.0,0.137,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","STDs hit all-time highs in US for fourth straight year, @CDCgov reports. https://t.co/pjFwidIX6Q",339
-0.5719,Tue Aug 28 21:13:18 +0000 2018,0.657,0.343,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Texas man stops woman, 94, driving wrong way down highway. https://t.co/X2J9arVl0z",340
-0.4019,Tue Aug 28 21:02:58 +0000 2018,0.828,0.172,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Arizona election officials work to fix problems with voting machines on primary day. https://t.co/QMoJFL3gn8,341
0.4404,Tue Aug 28 20:56:49 +0000 2018,0.669,0.105,0.226,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@newtgingrich: ""If the Democrats win control of the House, it'll be a total mess for two solid years."" #Cavuto https://t.co/ojAg5wvCqN",342
0.0,Tue Aug 28 20:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@newtgingrich: ""The left in this country is now in a position where there's not much negotiation. Either they're g… https://t.co/PJj0t5LdBY",343
0.4939,Tue Aug 28 20:42:39 +0000 2018,0.824,0.0,0.176,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@senrobportman: ""I think this [trade] agreement with Mexico is a step in the right direction."" #Cavuto https://t.co/s3SX4So20Q",344
0.0,Tue Aug 28 20:27:42 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Cynthia Nixon's team cites sexism over room temperature ahead of Cuomo debate, according to a report. https://t.co/mOUFoia1lo",345
0.0,Tue Aug 28 20:21:41 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Times Square street shut down after bees swarm hot dog stand. https://t.co/p1T6XiKZ2K,346
0.0,Tue Aug 28 20:18:53 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @FoxBusiness: AT THE CLOSE: The Nasdaq Composite ends at a new record high for the third consecutive trading day. https://t.co/TFdo1UXGR…,347
-0.5994,Tue Aug 28 20:10:29 +0000 2018,0.755,0.245,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Puerto Rico governor raises Hurricane Maria death toll from 64 to 2,975. https://t.co/uUadh2nfce",348
0.0,Tue Aug 28 20:04:21 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/icjH13MU8v,349
0.0,Tue Aug 28 20:02:23 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/LPbFC2DBes,350
-0.5994,Tue Aug 28 19:53:07 +0000 2018,0.83,0.17,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ShepNewsTeam: An independent study reveals a higher death toll linked to Hurricane Maria in Puerto Rico than the government estimated.…,351
0.0,Tue Aug 28 19:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@POTUS met with FIFA president Gianni Infantino in the Oval Office Tuesday and talked about the 2026 @FIFAWorldCup… https://t.co/UnGYoFck8v,352
0.0,Tue Aug 28 19:40:30 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""It'll ultimately be paid for by Mexico."" — @POTUS responded to a question Tuesday about funding a U.S.-Mexico bord… https://t.co/Mh0reHgkbe",353
0.0,Tue Aug 28 19:33:31 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",FIFA president Gianni Infantino gave @POTUS a yellow and red card during a meeting at the @WhiteHouse Tuesday https://t.co/8iTnA5feZu,354
0.0,Tue Aug 28 19:22:24 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@POTUS presented with soccer jerseys during Oval Office meeting on the 2026 @FIFAWorldCup https://t.co/Ixp5xGGWfg,355
-0.4019,Tue Aug 28 19:18:40 +0000 2018,0.803,0.197,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Arizona election officials report problems with voting machines on primary day https://t.co/XWWSyzeqHI,356
-0.34,Tue Aug 28 19:10:27 +0000 2018,0.806,0.194,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Texan says he's selling 3-D printed gun plans, despite ruling https://t.co/7b2AB7nsyy",357
0.0,Tue Aug 28 19:02:55 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","'He's Full of It': 'Outnumbered' Slams Lanny Davis After He Walks Back Claim About Cohen, Trump &amp; Russia… https://t.co/a7fPJy2mrU",358
0.714,Tue Aug 28 18:38:08 +0000 2018,0.725,0.053,0.222,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC remembering Senator John McCain: ""He could be tough but the joy that you received from being with… https://t.co/vaeHkcRzTD",359
0.1027,Tue Aug 28 18:36:55 +0000 2018,0.696,0.143,0.161,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC remembering Senator John McCain: ""I learned that failure and success are different sides of the s… https://t.co/vve5ei9RL1",360
0.0,Tue Aug 28 18:31:38 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on lessons learned from Senator John McCain's service to the country: ""I learned that serving a c… https://t.co/Qp3jCE3l3x",361
0.0,Tue Aug 28 18:29:56 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@LindseyGrahamSC on Senator John McCain's concession speech in 2008: ""He healed the nation at a time he was hurt."" https://t.co/Sy5mxhqBQL",362
0.4939,Tue Aug 28 18:15:44 +0000 2018,0.842,0.0,0.158,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Senator @LindseyGrahamSC pays tribute to the life and legacy of his friend and colleague Senator John McCain.… https://t.co/4ZIUfbexnh,363
-0.3182,Tue Aug 28 18:06:31 +0000 2018,0.874,0.126,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GOP rep touches off firestorm with claim FBI leaked info, used stories to get FISA warrants https://t.co/umb0G035Cw",364
0.4019,Tue Aug 28 17:51:58 +0000 2018,0.769,0.0,0.231,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Alabama school's hilarious 'opt out' fundraising letter goes viral https://t.co/V5tMaAm8cH,365
-0.1027,Tue Aug 28 17:42:55 +0000 2018,0.924,0.076,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@DarrellIssa on DOJ official Bruce Ohr questioned on contacts with anti-Trump dossier author: ""Bruce Ohr is creati… https://t.co/pmOJQPOiyN",366
0.0,Tue Aug 28 17:31:35 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Iran's president vows to overcome 'anti-Iranians' in White House, as lawmakers issue public rebuke https://t.co/MIRupiI3bj",367
0.0,Tue Aug 28 17:19:26 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Vets in tech: Silicon Valley must lead the way https://t.co/QrQp8bzmTw,368
0.0,Tue Aug 28 17:02:15 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",K-pop band @BTS_twt beats Taylor Swift's YouTube record for most video views in 24 hours with song #IDOL https://t.co/3WYHm6GT5e,369
-0.4767,Tue Aug 28 16:56:32 +0000 2018,0.866,0.134,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter: ""I don't talk about impeachment. I think that's the wrong thing for Democrats to do."" https…",370
0.34,Tue Aug 28 16:56:22 +0000 2018,0.893,0.0,0.107,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter: ""The president has much less influence over the economy than is certainly publicized by the…",371
-0.3612,Tue Aug 28 16:55:42 +0000 2018,0.8,0.2,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Arizona star pro athletes to participate in John McCain's funeral https://t.co/P1QHT830i3,372
0.7783,Tue Aug 28 16:54:47 +0000 2018,0.714,0.0,0.286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OPINION: Trump replaces NAFTA and triumphs -- New trade deal with Mexico is YUGE win for both countries https://t.co/ZWpFE5RDtm,373
0.2716,Tue Aug 28 16:48:42 +0000 2018,0.861,0.0,0.139,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter: ""The markets were very important to me."" https://t.co/7trFQv5lNa",374
0.0772,Tue Aug 28 16:48:36 +0000 2018,0.939,0.0,0.061,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter: ""I think it's been proven that, on a number of occasions, President Trump has made statemen…",375
-0.34,Tue Aug 28 16:48:27 +0000 2018,0.893,0.107,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter: ""I think we're going through a phase of difficulty. Our country is much more polarized than…",376
0.7264,Tue Aug 28 16:47:44 +0000 2018,0.775,0.0,0.225,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: Former President Jimmy Carter on @Habitat_org: ""It's very gratifying to us... I feel like we always get more out of it tha…",377
0.0,Tue Aug 28 16:47:28 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@adrienneelrod: “He wanted nominees who would vow to overturn Roe v. Wade.” https://t.co/QZnCwxyZmA,378
-0.7783,Tue Aug 28 16:35:29 +0000 2018,0.595,0.405,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Student arrested for stealing MAGA hat, slapping teacher in profanity-laced tirade https://t.co/WENe16aVd7",379
0.4939,Tue Aug 28 16:28:26 +0000 2018,0.775,0.0,0.225,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Soccer fan's celebration goes viral after ceremonial goal to honor father https://t.co/UB2ElR0Ytq,380
0.0,Tue Aug 28 16:15:23 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Children's Advil bubble gum flavor recalled due to overdose concerns https://t.co/zcF9CIkF6d,381
-0.1531,Tue Aug 28 16:12:51 +0000 2018,0.89,0.11,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",University founded by George Soros stops courses for refugees due to new tax https://t.co/4y8n7sq4Pt,382
0.0,Tue Aug 28 16:09:53 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",White House 'taking a look' at regulating Google https://t.co/1V3qcnI5j8,383
0.0,Tue Aug 28 15:53:31 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Doorbell camera captures fireball flashing through the sky in Missouri https://t.co/8HDY7nGiDW,384
0.0,Tue Aug 28 15:45:55 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Ben Affleck's reign as Batman may come to an end due to post-rehab insurance costs https://t.co/EIOzlApvLX,385
0.4019,Tue Aug 28 15:43:14 +0000 2018,0.787,0.0,0.213,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jim Brown Doubles Down on Anthem Stance, Trump Support https://t.co/v852JIeQpr https://t.co/D0IklYopxl",386
-0.3182,Tue Aug 28 15:29:05 +0000 2018,0.85,0.15,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FBI agent says bureau leaked stories, then used them to get FISA warrants https://t.co/UYyjHCFdvc",387
0.0772,Tue Aug 28 15:25:43 +0000 2018,0.874,0.0,0.126,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Viking Cruises bans children, says clients want kid-free vacations https://t.co/Ux39fljjc4",388
-0.1027,Tue Aug 28 15:00:22 +0000 2018,0.619,0.243,0.137,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bride cancels wedding, breaks up with fiancé after friends and family refuse to pay for $60K nuptials https://t.co/ImvzSrCzOS",389
0.0,Tue Aug 28 14:55:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Theresa May busts out dance moves during visit to South Africa https://t.co/XHRKq2kcTh,390
0.0,Tue Aug 28 14:41:59 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WATCH: Bruce Ohr Refuses to Answer Questions From Fox News' Herridge https://t.co/2LyRCpt0Gb,391
0.0,Tue Aug 28 14:33:40 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@SenatorRounds: “The administration has taken the correct position suggesting that until we actually see progress,… https://t.co/oRtUfgKxZb",392
0.0,Tue Aug 28 14:28:59 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Army builds new self-propelled Howitzer - cannon will hit 43.5 miles https://t.co/RJZtIwh07q,393
0.34,Tue Aug 28 14:16:57 +0000 2018,0.806,0.0,0.194,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@SenJohnKennedy: “Senator McCain played outside the pocket. He was a warrior.” https://t.co/rhurGFJEuh,394
0.0,Tue Aug 28 14:10:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DOJ official Bruce Ohr faces closed-door grilling over Trump dossier, Steele ties https://t.co/OCdo7LVgxB",395
-0.5216,Tue Aug 28 14:08:43 +0000 2018,0.826,0.174,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@CommerceGov @SecretaryRoss: ""Right now is not the world's best time to negotiate with China."" https://t.co/59fppH32hT",396
0.4939,Tue Aug 28 14:07:20 +0000 2018,0.862,0.0,0.138,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@CommerceGov @SecretaryRoss on trade agreement with Mexico: ""One of the purposes is to put wages up in Mexico."" https://t…",397
-0.2572,Tue Aug 28 14:07:00 +0000 2018,0.899,0.101,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@CommerceGov @SecretaryRoss: ""The Canadian economy really can't survive very well without a deal with the U.S. They're to…",398
0.6124,Tue Aug 28 14:06:44 +0000 2018,0.75,0.0,0.25,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@CommerceGov @SecretaryRoss on trade: ""It's pretty important that we file something very, very promptly."" https://t.co/dk…",399
0.6486,Tue Aug 28 14:06:36 +0000 2018,0.773,0.0,0.227,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@CommerceGov @SecretaryRoss: ""This deal is pretty well put together with Mexico. So the president, as he's indicated, is…",400
-0.2023,Tue Aug 28 23:32:06 +0000 2018,0.676,0.193,0.132,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Peter Polansky may be tennis’s luckiest loser. The Canadian player lost his way into the main draw of all of the Gr… https://t.co/ScUpCNy0sl,401
0.7004,Tue Aug 28 23:17:47 +0000 2018,0.719,0.072,0.209,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @shearm: Also, @realDonaldTrump noted that Pastor Jeffress said Trump is not ""the perfect human being, but he’s the greatest leader for…",402
0.3254,Tue Aug 28 23:17:04 +0000 2018,0.896,0.0,0.104,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @shearm: UPDATED SCOOP: I’ve added a bit more to my story about @realDonaldTrump remarks to evangelicals after getting more audio. POTUS…,403
0.0,Tue Aug 28 23:12:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",First election results are coming in from Florida. Follow the vote here. https://t.co/7RamiEZNDR,404
0.0,Tue Aug 28 23:02:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Evening Briefing: Here's what you need to know at the end of the day https://t.co/FeQdvkHIMy,405
0.6249,Tue Aug 28 22:47:02 +0000 2018,0.653,0.09,0.257,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An ex-CIA officer running for Congress in Virginia accused a GOP super PAC of leaking her security clearance papers… https://t.co/28boJRpMTa,406
0.5994,Tue Aug 28 22:31:06 +0000 2018,0.822,0.0,0.178,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @tackettdc: A former CIA officer turned House candidate in Virginia says that a Republican-aligned Super Pac improperly disclosed her se…,407
0.0,Tue Aug 28 22:17:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Too many bees (and puns) to count at a Times Square hot dog stand https://t.co/blTQ0iuoi9,408
-0.9136,Tue Aug 28 22:00:11 +0000 2018,0.562,0.438,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A white former police officer in Texas was found guilty of murder after fatally shooting 15-year-old Jordan Edwards… https://t.co/kGBctvVZ8Z,409
0.0,Tue Aug 28 21:45:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An audiotape of President Trump's remarks was provided to The New York Times by someone who attended the event. Her… https://t.co/aiyIt5m9mV,410
0.836,Tue Aug 28 21:32:04 +0000 2018,0.656,0.0,0.344,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @cliffordlevy: @NYTMetro @palafo “In the bees’ brief brush with fame, they attracted hundreds of onlookers and inspired some embarrassin…",411
0.4137,Tue Aug 28 21:17:06 +0000 2018,0.825,0.0,0.175,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What occurs during the life of a plant? Do telomeres play a role in longevity? https://t.co/eXGQGmLLh8,412
0.3612,Tue Aug 28 21:00:25 +0000 2018,0.828,0.0,0.172,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This Greek-style broiled shrimp recipe is ready in just 10 minutes https://t.co/ki2ksaU0Oe https://t.co/9NRxLEPyir,413
-0.3818,Tue Aug 28 20:45:08 +0000 2018,0.885,0.115,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @juliehdavis: ""You’re one election away from losing everything you’ve got,” Trump told evangelical leaders last night at the White House…",414
0.5267,Tue Aug 28 20:35:39 +0000 2018,0.815,0.0,0.185,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In remarks to evangelical ministers, President Trump spoke about religious liberty, abortion and youth unemployment… https://t.co/eg16hwGq8Q",415
0.0,Tue Aug 28 20:27:48 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Correction: A previous version of this tweet included a typo. The tweet pictured below has since been deleted. https://t.co/azsF7Lfaew,416
-0.7096,Tue Aug 28 20:18:43 +0000 2018,0.742,0.258,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A books dealer and a library archivist have been accused of stealing about 300 rare books and other artifacts — inc… https://t.co/M9EMmQwipn,417
0.0,Tue Aug 28 20:15:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @TimHerrera: We're all afraid to talk about money. Here's how to break the taboo https://t.co/5hcf8aA70H by @thewildwong,418
-0.25,Tue Aug 28 20:00:14 +0000 2018,0.889,0.111,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","France's environment minister resigned during a live radio interview, saying the government was not doing enough to… https://t.co/HtnUX4Cp1o",419
0.0,Tue Aug 28 19:45:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","“As a Democrat in Arizona, I voted for McCain as senator because I felt he was a leader for all.” Democratic reader… https://t.co/638u9MCxU9",420
